Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃)
 00:25:01.457,COM9, 2025-8-18 0:25:1.194, -0.002, 0.003, 1.001, 0.000, 0.000, 0.000, 0.000, 0.000, 0.016, -43.000, 228.000, -401.000, 29.73,
 00:25:01.460,COM9, 2025-8-18 0:25:1.196, -0.002, 0.003, 1.001, 0.000, 0.000, 0.000, 0.000, 0.000, 0.016, -43.000, 228.000, -401.000, 29.73,
 00:25:01.461,COM9, 2025-8-18 0:25:1.198, -0.002, 0.003, 1.001, 0.000, 0.000, 0.000, 0.000, 0.000, 0.016, -42.000, 231.000, -402.000, 29.73,
 00:25:01.463,COM9, 2025-8-18 0:25:1.200, -0.002, 0.003, 1.001, 0.000, 0.000, 0.000, 0.000, 0.000, 0.016, -42.000, 231.000, -402.000, 29.73,
 00:25:01.466,COM9, 2025-8-18 0:25:1.202, -0.002, 0.003, 1.001, 0.000, 0.000, 0.000, 0.000, 0.000, 0.022, -42.000, 231.000, -402.000, 29.73,
 00:25:01.467,COM9, 2025-8-18 0:25:1.204, -0.002, 0.003, 1.001, 0.000, 0.000, 0.000, 0.000, 0.000, 0.022, -42.000, 231.000, -402.000, 29.73,
 00:25:01.469,COM9, 2025-8-18 0:25:1.206, -0.002, 0.003, 1.001, 0.000, 0.000, 0.000, 0.000, 0.000, 0.022, -42.000, 231.000, -402.000, 29.73,
 00:25:01.472,COM9, 2025-8-18 0:25:1.208, -0.002, 0.003, 1.001, 0.000, 0.000, 0.000, 0.000, 0.000, 0.027, -45.000, 231.000, -400.000, 29.73,
 00:25:01.473,COM9, 2025-8-18 0:25:1.210, -0.002, 0.003, 1.001, 0.000, 0.000, 0.000, 0.000, 0.000, 0.022, -45.000, 231.000, -400.000, 29.73,
 00:25:01.475,COM9, 2025-8-18 0:25:1.212, -0.002, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.022, -45.000, 231.000, -400.000, 29.73,
 00:25:01.478,COM9, 2025-8-18 0:25:1.214, -0.002, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.016, -45.000, 231.000, -400.000, 29.73,
 00:25:01.479,COM9, 2025-8-18 0:25:1.216, -0.002, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.016, -45.000, 231.000, -400.000, 29.73,
 00:25:01.481,COM9, 2025-8-18 0:25:1.218, -0.002, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.016, -45.000, 227.000, -400.000, 29.73,
 00:25:01.484,COM9, 2025-8-18 0:25:1.220, -0.002, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.011, -45.000, 227.000, -400.000, 29.73,
 00:25:01.485,COM9, 2025-8-18 0:25:1.222, -0.002, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.011, -45.000, 227.000, -400.000, 29.73,
 00:25:01.487,COM9, 2025-8-18 0:25:1.224, -0.002, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.005, -45.000, 227.000, -400.000, 29.73,
 00:25:01.490,COM9, 2025-8-18 0:25:1.226, -0.002, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -45.000, 227.000, -400.000, 29.73,
 00:25:01.491,COM9, 2025-8-18 0:25:1.228, -0.002, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -42.000, 232.000, -401.000, 29.73,
 00:25:01.493,COM9, 2025-8-18 0:25:1.230, -0.002, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.005, -42.000, 232.000, -401.000, 29.73,
 00:25:01.496,COM9, 2025-8-18 0:25:1.232, -0.002, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.005, -42.000, 232.000, -401.000, 29.74,
 00:25:01.497,COM9, 2025-8-18 0:25:1.234, -0.002, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.011, -42.000, 232.000, -401.000, 29.74,
 00:25:01.499,COM9, 2025-8-18 0:25:1.236, -0.002, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.011, -42.000, 232.000, -401.000, 29.74,
 00:25:01.502,COM9, 2025-8-18 0:25:1.238, -0.002, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.011, -45.000, 233.000, -402.000, 29.74,
 00:25:01.503,COM9, 2025-8-18 0:25:1.240, -0.002, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.011, -45.000, 233.000, -402.000, 29.74,
 00:25:01.505,COM9, 2025-8-18 0:25:1.242, -0.002, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.011, -45.000, 233.000, -402.000, 29.74,
 00:25:01.508,COM9, 2025-8-18 0:25:1.244, -0.002, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.011, -45.000, 233.000, -402.000, 29.74,
 00:25:01.510,COM9, 2025-8-18 0:25:1.246, -0.002, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.005, -45.000, 233.000, -402.000, 29.74,
 00:25:01.511,COM9, 2025-8-18 0:25:1.248, -0.002, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.005, -43.000, 231.000, -397.000, 29.74,
 00:25:01.513,COM9, 2025-8-18 0:25:1.250, -0.002, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.011, -43.000, 231.000, -397.000, 29.74,
 00:25:01.516,COM9, 2025-8-18 0:25:1.252, -0.002, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.011, -43.000, 231.000, -397.000, 29.71,
 00:25:01.517,COM9, 2025-8-18 0:25:1.254, -0.002, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.011, -43.000, 231.000, -397.000, 29.71,
 00:25:01.525,COM9, 2025-8-18 0:25:1.256, -0.002, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.011, -43.000, 231.000, -397.000, 29.71,
 00:25:01.525,COM9, 2025-8-18 0:25:1.258, -0.002, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.011, -44.000, 231.000, -402.000, 29.71,
 00:25:01.525,COM9, 2025-8-18 0:25:1.260, -0.002, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.011, -44.000, 231.000, -402.000, 29.71,
 00:25:01.525,COM9, 2025-8-18 0:25:1.262, -0.002, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.011, -44.000, 231.000, -402.000, 29.71,
 00:25:01.528,COM9, 2025-8-18 0:25:1.264, -0.002, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.011, -44.000, 231.000, -402.000, 29.71,
 00:25:01.530,COM9, 2025-8-18 0:25:1.266, -0.002, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.011, -44.000, 231.000, -402.000, 29.71,
 00:25:01.531,COM9, 2025-8-18 0:25:1.268, -0.002, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.011, -42.000, 231.000, -397.000, 29.71,
 00:25:01.534,COM9, 2025-8-18 0:25:1.270, -0.002, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.011, -42.000, 231.000, -397.000, 29.71,
 00:25:01.535,COM9, 2025-8-18 0:25:1.272, -0.002, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.016, -42.000, 231.000, -397.000, 29.70,
 00:25:01.537,COM9, 2025-8-18 0:25:1.274, -0.002, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.016, -42.000, 231.000, -397.000, 29.70,
 00:25:01.540,COM9, 2025-8-18 0:25:1.276, -0.002, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.022, -42.000, 231.000, -397.000, 29.70,
 00:25:01.541,COM9, 2025-8-18 0:25:1.278, -0.002, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.022, -44.000, 231.000, -400.000, 29.70,
 00:25:01.543,COM9, 2025-8-18 0:25:1.280, -0.002, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.022, -44.000, 231.000, -400.000, 29.70,
 00:25:01.544,COM9, 2025-8-18 0:25:1.282, -0.002, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.022, -44.000, 231.000, -400.000, 29.70,
 00:25:01.547,COM9, 2025-8-18 0:25:1.284, -0.002, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.022, -44.000, 231.000, -400.000, 29.70,
 00:25:01.549,COM9, 2025-8-18 0:25:1.286, -0.002, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.016, -44.000, 231.000, -400.000, 29.70,
 00:25:01.552,COM9, 2025-8-18 0:25:1.288, -0.002, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.016, -44.000, 231.000, -402.000, 29.70,
 00:25:01.553,COM9, 2025-8-18 0:25:1.290, -0.002, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.016, -44.000, 231.000, -402.000, 29.70,
 00:25:01.555,COM9, 2025-8-18 0:25:1.292, -0.002, 0.004, 0.999, 0.000, 0.000, 0.000, 0.000, 0.000, 0.016, -44.000, 231.000, -402.000, 29.70,
 00:25:01.556,COM9, 2025-8-18 0:25:1.294, -0.002, 0.004, 0.999, 0.000, 0.000, 0.000, 0.000, 0.000, 0.016, -44.000, 231.000, -402.000, 29.70,
 00:25:01.559,COM9, 2025-8-18 0:25:1.296, -0.002, 0.004, 0.999, 0.000, 0.000, 0.000, 0.000, 0.000, 0.016, -44.000, 231.000, -402.000, 29.70,
 00:25:01.561,COM9, 2025-8-18 0:25:1.298, -0.002, 0.004, 0.999, 0.000, 0.000, 0.000, 0.000, 0.000, 0.016, -43.000, 230.000, -398.000, 29.70,
 00:25:01.564,COM9, 2025-8-18 0:25:1.300, -0.002, 0.004, 0.999, 0.000, 0.000, 0.000, 0.000, 0.000, 0.016, -43.000, 230.000, -398.000, 29.70,
 00:25:01.565,COM9, 2025-8-18 0:25:1.302, -0.002, 0.004, 0.999, 0.000, 0.000, 0.000, 0.000, 0.000, 0.016, -43.000, 230.000, -398.000, 29.70,
 00:25:01.567,COM9, 2025-8-18 0:25:1.304, -0.002, 0.004, 0.999, 0.000, 0.000, 0.000, 0.000, 0.000, 0.016, -43.000, 230.000, -398.000, 29.70,
 00:25:01.570,COM9, 2025-8-18 0:25:1.306, -0.002, 0.004, 0.999, 0.000, 0.000, 0.000, 0.000, 0.000, 0.016, -43.000, 230.000, -398.000, 29.70,
 00:25:01.571,COM9, 2025-8-18 0:25:1.308, -0.002, 0.004, 0.999, 0.000, 0.000, 0.000, 0.000, 0.000, 0.016, -44.000, 228.000, -401.000, 29.70,
 00:25:01.573,COM9, 2025-8-18 0:25:1.310, -0.002, 0.004, 0.999, 0.000, 0.000, 0.000, 0.000, 0.000, 0.016, -44.000, 228.000, -401.000, 29.70,
 00:25:01.576,COM9, 2025-8-18 0:25:1.312, -0.002, 0.003, 0.999, 0.000, 0.000, 0.000, 0.000, 0.000, 0.016, -44.000, 228.000, -401.000, 29.70,
 00:25:01.577,COM9, 2025-8-18 0:25:1.314, -0.002, 0.003, 0.999, 0.000, 0.000, 0.000, 0.000, 0.000, 0.016, -44.000, 228.000, -401.000, 29.70,
 00:25:01.579,COM9, 2025-8-18 0:25:1.316, -0.002, 0.003, 0.999, 0.000, 0.000, 0.000, 0.000, 0.000, 0.011, -44.000, 228.000, -401.000, 29.70,
 00:25:01.580,COM9, 2025-8-18 0:25:1.318, -0.002, 0.003, 0.999, 0.000, 0.000, 0.000, 0.000, 0.000, 0.011, -43.000, 230.000, -401.000, 29.70,
 00:25:01.583,COM9, 2025-8-18 0:25:1.320, -0.002, 0.003, 0.999, 0.000, 0.000, 0.000, 0.000, 0.000, 0.011, -43.000, 230.000, -401.000, 29.70,
 00:25:01.585,COM9, 2025-8-18 0:25:1.322, -0.002, 0.003, 0.999, 0.000, 0.000, 0.000, 0.000, 0.000, 0.016, -43.000, 230.000, -401.000, 29.70,
 00:25:01.586,COM9, 2025-8-18 0:25:1.324, -0.002, 0.003, 0.999, 0.000, 0.000, 0.000, 0.000, 0.000, 0.016, -43.000, 230.000, -401.000, 29.70,
 00:25:01.589,COM9, 2025-8-18 0:25:1.326, -0.002, 0.003, 0.999, 0.000, 0.000, 0.000, 0.000, 0.000, 0.016, -43.000, 230.000, -401.000, 29.70,
 00:25:01.591,COM9, 2025-8-18 0:25:1.328, -0.002, 0.003, 0.999, 0.000, 0.000, 0.000, 0.000, 0.000, 0.016, -44.000, 231.000, -400.000, 29.70,
 00:25:01.592,COM9, 2025-8-18 0:25:1.330, -0.002, 0.003, 0.999, 0.000, 0.000, 0.000, 0.000, 0.000, 0.016, -44.000, 231.000, -400.000, 29.70,
 00:25:01.595,COM9, 2025-8-18 0:25:1.332, -0.002, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.016, -44.000, 231.000, -400.000, 29.69,
 00:25:01.597,COM9, 2025-8-18 0:25:1.334, -0.002, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.016, -44.000, 231.000, -400.000, 29.69,
 00:25:01.600,COM9, 2025-8-18 0:25:1.336, -0.002, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.016, -44.000, 231.000, -400.000, 29.69,
 00:25:01.603,COM9, 2025-8-18 0:25:1.340, -0.002, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.011, -46.000, 230.000, -401.000, 29.69,
 00:25:01.604,COM9, 2025-8-18 0:25:1.342, -0.002, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.005, -46.000, 230.000, -401.000, 29.69,
 00:25:01.607,COM9, 2025-8-18 0:25:1.344, -0.002, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -46.000, 230.000, -401.000, 29.69,
 00:25:01.609,COM9, 2025-8-18 0:25:1.346, -0.002, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -46.000, 230.000, -401.000, 29.69,
 00:25:01.610,COM9, 2025-8-18 0:25:1.348, -0.002, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -42.000, 231.000, -400.000, 29.69,
 00:25:01.613,COM9, 2025-8-18 0:25:1.350, -0.002, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -42.000, 231.000, -400.000, 29.69,
 00:25:01.615,COM9, 2025-8-18 0:25:1.352, -0.002, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -42.000, 231.000, -400.000, 29.70,
 00:25:01.616,COM9, 2025-8-18 0:25:1.354, -0.002, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.005, -42.000, 231.000, -400.000, 29.70,
 00:25:01.621,COM9, 2025-8-18 0:25:1.356, -0.002, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.005, -42.000, 231.000, -400.000, 29.70,
 00:25:01.623,COM9, 2025-8-18 0:25:1.358, -0.002, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.011, -43.000, 231.000, -402.000, 29.70,
 00:25:01.623,COM9, 2025-8-18 0:25:1.360, -0.002, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.011, -43.000, 231.000, -402.000, 29.70,
 00:25:01.624,COM9, 2025-8-18 0:25:1.362, -0.002, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.011, -43.000, 231.000, -402.000, 29.70,
 00:25:01.627,COM9, 2025-8-18 0:25:1.364, -0.002, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.011, -43.000, 231.000, -402.000, 29.70,
 00:25:01.629,COM9, 2025-8-18 0:25:1.366, -0.002, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.011, -43.000, 231.000, -402.000, 29.70,
 00:25:01.630,COM9, 2025-8-18 0:25:1.368, -0.002, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.016, -42.000, 229.000, -400.000, 29.70,
 00:25:01.633,COM9, 2025-8-18 0:25:1.370, -0.003, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.016, -42.000, 229.000, -400.000, 29.70,
 00:25:01.635,COM9, 2025-8-18 0:25:1.372, -0.003, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.016, -42.000, 229.000, -400.000, 29.70,
 00:25:01.636,COM9, 2025-8-18 0:25:1.374, -0.003, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.022, -42.000, 229.000, -400.000, 29.70,
 00:25:01.639,COM9, 2025-8-18 0:25:1.376, -0.003, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.022, -42.000, 229.000, -400.000, 29.70,
 00:25:01.641,COM9, 2025-8-18 0:25:1.378, -0.003, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.022, -47.000, 233.000, -397.000, 29.70,
 00:25:01.642,COM9, 2025-8-18 0:25:1.380, -0.003, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.016, -47.000, 233.000, -397.000, 29.70,
 00:25:01.645,COM9, 2025-8-18 0:25:1.382, -0.003, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.011, -47.000, 233.000, -397.000, 29.70,
 00:25:01.647,COM9, 2025-8-18 0:25:1.384, -0.003, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.011, -47.000, 233.000, -397.000, 29.70,
 00:25:01.650,COM9, 2025-8-18 0:25:1.386, -0.003, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.005, -47.000, 233.000, -397.000, 29.70,
 00:25:01.651,COM9, 2025-8-18 0:25:1.388, -0.003, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -43.000, 228.000, -398.000, 29.70,
 00:25:01.653,COM9, 2025-8-18 0:25:1.390, -0.001, 0.004, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -43.000, 228.000, -398.000, 29.70,
 00:25:01.654,COM9, 2025-8-18 0:25:1.392, -0.001, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -43.000, 228.000, -398.000, 29.70,
 00:25:01.657,COM9, 2025-8-18 0:25:1.394, -0.001, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -43.000, 228.000, -398.000, 29.70,
 00:25:01.659,COM9, 2025-8-18 0:25:1.396, -0.001, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -43.000, 228.000, -398.000, 29.70,
 00:25:01.660,COM9, 2025-8-18 0:25:1.398, -0.001, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -43.000, 228.000, -396.000, 29.70,
 00:25:01.663,COM9, 2025-8-18 0:25:1.400, -0.001, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -43.000, 228.000, -396.000, 29.70,
 00:25:01.665,COM9, 2025-8-18 0:25:1.402, -0.001, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.005, -43.000, 228.000, -396.000, 29.70,
 00:25:01.666,COM9, 2025-8-18 0:25:1.404, -0.001, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.005, -43.000, 228.000, -396.000, 29.70,
 00:25:01.669,COM9, 2025-8-18 0:25:1.406, -0.001, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.005, -43.000, 228.000, -396.000, 29.70,
 00:25:01.671,COM9, 2025-8-18 0:25:1.408, -0.001, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.005, -43.000, 233.000, -402.000, 29.70,
 00:25:01.672,COM9, 2025-8-18 0:25:1.410, -0.001, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.005, -43.000, 233.000, -402.000, 29.70,
 00:25:01.675,COM9, 2025-8-18 0:25:1.412, -0.001, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.005, -43.000, 233.000, -402.000, 29.71,
 00:25:01.677,COM9, 2025-8-18 0:25:1.414, -0.001, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.011, -43.000, 233.000, -402.000, 29.71,
 00:25:01.680,COM9, 2025-8-18 0:25:1.416, -0.001, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.011, -43.000, 233.000, -402.000, 29.71,
 00:25:01.681,COM9, 2025-8-18 0:25:1.418, -0.001, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.011, -44.000, 229.000, -400.000, 29.71,
 00:25:01.683,COM9, 2025-8-18 0:25:1.420, -0.001, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.011, -44.000, 229.000, -400.000, 29.71,
 00:25:01.687,COM9, 2025-8-18 0:25:1.424, -0.001, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.011, -44.000, 229.000, -400.000, 29.71,
 00:25:01.689,COM9, 2025-8-18 0:25:1.426, -0.001, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.011, -44.000, 229.000, -400.000, 29.71,
 00:25:01.690,COM9, 2025-8-18 0:25:1.428, -0.001, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.005, -46.000, 230.000, -401.000, 29.71,
 00:25:01.693,COM9, 2025-8-18 0:25:1.430, -0.002, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.005, -46.000, 230.000, -401.000, 29.71,
 00:25:01.695,COM9, 2025-8-18 0:25:1.432, -0.002, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -46.000, 230.000, -401.000, 29.74,
 00:25:01.696,COM9, 2025-8-18 0:25:1.434, -0.002, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -46.000, 230.000, -401.000, 29.74,
 00:25:01.699,COM9, 2025-8-18 0:25:1.436, -0.002, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, -0.005, 0.000, -46.000, 230.000, -401.000, 29.74,
 00:25:01.701,COM9, 2025-8-18 0:25:1.438, -0.002, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, -0.005, -0.005, -45.000, 230.000, -401.000, 29.74,
 00:25:01.702,COM9, 2025-8-18 0:25:1.440, -0.002, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, -0.005, -0.005, -45.000, 230.000, -401.000, 29.74,
 00:25:01.705,COM9, 2025-8-18 0:25:1.442, -0.002, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, -0.005, -0.005, -45.000, 230.000, -401.000, 29.74,
 00:25:01.707,COM9, 2025-8-18 0:25:1.444, -0.002, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, -0.005, -0.011, -45.000, 230.000, -401.000, 29.74,
 00:25:01.710,COM9, 2025-8-18 0:25:1.446, -0.002, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, -0.005, -0.011, -45.000, 230.000, -401.000, 29.74,
 00:25:01.711,COM9, 2025-8-18 0:25:1.448, -0.002, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, -0.005, -0.011, -44.000, 232.000, -401.000, 29.74,
 00:25:01.713,COM9, 2025-8-18 0:25:1.450, -0.002, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, -0.005, -0.011, -44.000, 232.000, -401.000, 29.74,
 00:25:01.714,COM9, 2025-8-18 0:25:1.452, -0.002, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, -0.005, -0.011, -44.000, 232.000, -401.000, 29.73,
 00:25:01.717,COM9, 2025-8-18 0:25:1.454, -0.002, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, -0.005, -0.011, -44.000, 232.000, -401.000, 29.73,
 00:25:01.719,COM9, 2025-8-18 0:25:1.456, -0.002, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, -0.005, -0.011, -44.000, 232.000, -401.000, 29.73,
 00:25:01.720,COM9, 2025-8-18 0:25:1.458, -0.002, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, -0.005, -0.011, -43.000, 229.000, -402.000, 29.73,
 00:25:01.723,COM9, 2025-8-18 0:25:1.460, -0.002, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, -0.005, -0.011, -43.000, 229.000, -402.000, 29.73,
 00:25:01.725,COM9, 2025-8-18 0:25:1.462, -0.002, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, -0.005, -0.011, -43.000, 229.000, -402.000, 29.73,
 00:25:01.726,COM9, 2025-8-18 0:25:1.464, -0.002, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, -0.005, -0.011, -43.000, 229.000, -402.000, 29.73,
 00:25:01.729,COM9, 2025-8-18 0:25:1.466, -0.002, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, -0.005, -0.011, -43.000, 229.000, -402.000, 29.73,
 00:25:01.731,COM9, 2025-8-18 0:25:1.468, -0.002, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, -0.005, -0.005, -43.000, 232.000, -398.000, 29.73,
 00:25:01.734,COM9, 2025-8-18 0:25:1.470, -0.001, 0.003, 1.000, 0.000, 0.000, 0.000, 0.000, -0.005, -0.005, -43.000, 232.000, -398.000, 29.73,
 00:25:01.735,COM9, 2025-8-18 0:25:1.472, -0.001, 0.003, 1.001, 0.000, 0.000, 0.000, 0.000, -0.005, -0.005, -43.000, 232.000, -398.000, 29.70,
 00:25:01.737,COM9, 2025-8-18 0:25:1.474, -0.001, 0.003, 1.001, 0.000, 0.000, 0.000, 0.000, -0.005, -0.005, -43.000, 232.000, -398.000, 29.70,
 00:25:01.740,COM9, 2025-8-18 0:25:1.476, -0.001, 0.003, 1.001, 0.000, 0.000, 0.000, 0.000, -0.005, 0.000, -43.000, 232.000, -398.000, 29.70,
 00:25:01.741,COM9, 2025-8-18 0:25:1.478, -0.001, 0.003, 1.001, 0.000, 0.000, 0.000, 0.000, -0.005, 0.000, -42.000, 231.000, -405.000, 29.70,
 00:25:01.743,COM9, 2025-8-18 0:25:1.480, -0.001, 0.003, 1.001, 0.000, 0.000, 0.000, 0.000, -0.005, 0.000, -42.000, 231.000, -405.000, 29.70,
 00:25:01.744,COM9, 2025-8-18 0:25:1.482, -0.001, 0.003, 1.001, 0.000, 0.000, 0.000, 0.000, -0.005, 0.000, -42.000, 231.000, -405.000, 29.70,
 00:25:01.747,COM9, 2025-8-18 0:25:1.484, -0.001, 0.003, 1.001, 0.000, 0.000, 0.000, 0.000, -0.005, 0.005, -42.000, 231.000, -405.000, 29.70,
 00:25:01.749,COM9, 2025-8-18 0:25:1.486, -0.001, 0.003, 1.001, 0.000, 0.000, 0.000, 0.000, -0.005, 0.005, -42.000, 231.000, -405.000, 29.70,
